id_businessunit,id_linea,id_pedido,sku_solicitado,sku_solicitado_hash,nombre_sku_solicitado,sku_solicitado_cambio,sku_solicitado_cambio_hash,nombre_sku_solicitado_cambio
1,11106361,9.19562E+18,14,3.79867E+18,Coca - Cola Light,2922,8.42152E+18,"Coca - Cola Zero, Lata 355 ml, 24 Piezas"
1,12769370,8.89544E+18,3161,2.84446E+18,Monster Energy Original,2941,5.3232E+18,"Monster Hamilton Uva, Lata 473 ml, 4 Piezas"
1,13727273,8.87061E+18,1055,4.37138E+18,Sprite Lima Limón,1407,4.36123E+18,"Sprite Lima Limón, Botella Pet 400 ml, 12 Piezas"
1,18750352,9.05768E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,7861967,8.97147E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,22679060,8.83473E+18,221,4.29983E+18,Powerade Naranja Mandarina,219,4.49152E+18,"Powerade Moras, Botella Pet 600 ml, 6 Piezas"
1,22854535,9.00269E+18,462,3.08284E+18,Powerade Moras,1529,7.69347E+18,"Powerade Uva, Botella Pet 1.00 L, 6 Piezas"
1,8214558,9.1338E+18,2,6.26787E+18,Coca - Cola,3599,1.99334E+18,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
8,15347593,8.93653E+18,9095,1.58942E+18,Yogurt Mix Frutilla con Hojuelas 180 Gr.                                                                                                                                                                                                                  ,2559,6.90652E+18,YOGURT-MET-0150-FRUTILLA                                                                                                                                                                                                                                  
1,2322060,9.08593E+18,399,1.04553E+18,Frutsi Manzana,534,7.24596E+18,"Frutsi Mango, Botella Pet 260 ml, 6 Piezas"
8,19615211,9.04577E+18,2280,6.04351E+18,Caffe Lato Mocaccino Vidrio 285 Ml.                                                                                                                                                                                                                       ,2281,6.88548E+18,Caffe Lato Capuccino Vidrio 285 Ml.                                                                                                                                                                                                                       
1,18730370,9.09713E+18,506,5.76441E+17,Coca - Cola,211,7.84612E+18,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,16884758,8.89859E+18,3658,5.33059E+18,Flashlyte Uva,3656,3.5831E+18,"Flashlyte Fresa, Botella Pet 625 ml, 6 Piezas"
1,12015761,9.04083E+18,549,8.58653E+18,Delaware Punch Uva,256868,8.9013E+18,"Inca-Kola, Vidrio 1000 Ml, 12 Unidades"
1,615098,9.14216E+18,3244,7.58525E+18,Topo Chico Twist Limón,1461,2.41223E+18,"Topo Chico Agua Mineral, Botella Vidrio 340 ml, 6 Piezas"
5,12218011,8.86267E+18,12961,5.2819E+18,Familia Monster Paquete Surtido,10202,7.19212E+18,"Familia Monster Paquete Surtido, Lata 473ml, 5 Unidades                                                                                                                                                                                                   "
1,11530574,9.17342E+18,6,7.02502E+18,Coca - Cola,580,1.90956E+18,"Coca - Cola Zero, Botella Pet 355 ml, 24 Piezas"
1,2377300,9.08679E+18,1575,5.54469E+18,Fanta Fresa,100,4.08873E+18,"Fanta Splash Naranja, Botella Pet 1.00 L, 12 Piezas"
1,5777176,9.22301E+18,3932,5.52545E+18,Familia Coca - Cola,1535,7.20879E+18,"Familia Coca - Cola, Paquete Surtido Botella Pet 600 ml, 12 Piezas"
1,20447888,9.0205E+18,3294,8.62903E+18,Valle Frut Citrus Punch,3203,6.72295E+18,"Valle Frut Citrus Punch, Botella Pet 3.00 L, 2 Piezas"
8,17049833,8.90932E+18,11540,4.17641E+17,Leche Saborizada Toni Frutilla Poma 200 Ml.                                                                                                                                                                                                               ,443,3.13899E+18,LECHS-PQX2-1LT-FRE CHOCO TPK                                                                                                                                                                                                                              
1,19241433,8.94609E+18,3898,8.12784E+18,Coca - Cola,2108,4.94597E+18,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
5,300359,8.96447E+18,65,7.38938E+18,Coca-Cola TA SA,211,1.06255E+18,"Coca-Cola Light, Botella Pet 500 ml, 12 Unidades                                                                                                                                                                                                          "
1,23557600,9.0924E+18,1152,4.00989E+18,Topo Chico Agua Mineral,4153,9.09655E+18,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
1,14105787,8.92177E+18,2655,7.70153E+18,Coca - Cola Zero,3337,7.73E+17,"Coca - Cola, Botella Pet 600 ml, 4 Piezas"
1,4586546,8.89261E+18,177,4.7124E+18,Coca - Cola,1679,6.47704E+18,"Coca - Cola Life, Botella Pet 2.00 L, 8 Piezas"
1,16388740,9.20191E+18,8,7.51212E+18,Coca - Cola,173,8.57838E+17,"Coca - Cola Light Sin Cafeína, Botella Pet 600 ml, 24 Piezas"
1,16915623,9.12744E+18,308,6.78613E+18,Frutsi Frutas Rojas,532,4.29806E+18,"Frutsi Frutas Rojas, Botella Pet 260 ml, 6 Piezas"
1,13680349,9.17493E+18,2290,8.57108E+18,Pulpy,2817,4.55192E+18,"Pulpy, Paquete Surtido Botella Pet 400 ml, 6 Piezas"
1,19182284,9.06279E+18,2663,2.83799E+18,Coca - Cola Zero,4126,3.35912E+18,"Coca - Cola Zero, Botella Vidrio 235 ml, 6 Piezas"
1,6194311,9.08685E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,22689867,9.10877E+18,3633,6.38875E+18,Del Valle Fizz Naranja,3631,7.34638E+18,"Del Valle Fizz Limón, Botella Pet 600 ml, 6 Piezas"
1,2142119,8.92267E+18,818,2.03021E+18,Sprite Lima Limón,3140,3.13201E+18,"Sprite Lima Limón, Botella Pet 1.50 L Retornable, 12 Piezas"
1,3199896,9.04928E+18,2,6.26787E+18,Coca - Cola,3599,1.99334E+18,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,19970674,9.06238E+18,2783,3.23227E+18,Coca - Cola Zero,3968,4.51935E+18,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,15198585,8.86939E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,2385865,8.99313E+18,2,6.26787E+18,Coca - Cola,3599,1.99334E+18,"Coca - Cola Sin Azúcar, Botella Pet 1.50 L, 8 Piezas"
1,2948217,9.22337E+18,3986,5.86165E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,15773352,8.93396E+18,1760,3.11999E+18,Coca - Cola,2860,1.10753E+18,"Coca - Cola Zero, Lata 473 ml, 24 Piezas"
1,20099770,8.90481E+18,3734,5.45836E+17,Santa Clara Leche Fresa,2895,7.79676E+18,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
8,19448713,8.8384E+18,11541,8.05749E+18,Leche Saborizada Toni Chocolate Poma 200 Ml.                                                                                                                                                                                                              ,11453,6.31466E+18,Leche Saborizada Vainilla 750Ml.                                                                                                                                                                                                                          
1,19143335,8.90702E+18,802,8.36409E+18,Coca - Cola Light,176,9.09442E+18,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,18623450,9.13885E+18,1148,8.22638E+18,Joya Ponche,1430,8.42723E+16,"Joya Ponche, Botella Pet 1.50 L Retornable, 12 Piezas"
1,4147945,8.94881E+18,180,7.10482E+18,Coca - Cola,39,2.74581E+17,"Coca - Cola Light, Botella Pet 1.00 L, 12 Piezas"
1,20238143,8.91125E+18,310,2.52057E+18,Coca - Cola,3402,1.08767E+18,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,10741,9.12308E+18,551,7.10065E+18,Coca - Cola,466,3.30287E+18,"Coca - Cola Zero, Botella Pet 600 ml, 6 Piezas"
1,13741664,8.93945E+18,77,3.1667E+18,Coca - Cola,2783,3.23227E+18,"Coca - Cola Zero, Botella Vidrio 500 ml, 12 Piezas"
1,21259182,9.05761E+18,3734,5.45836E+17,Santa Clara Leche Fresa,2895,7.79676E+18,"Santa Clara Leche Cajeta, Tetra Pack 200 ml, 4 Piezas"
1,15093630,8.89209E+18,3274,7.34872E+18,Coca - Cola,3601,6.99861E+16,"Coca - Cola Sin Azúcar, Botella Pet 2.00 L, 8 Piezas"
1,22055102,9.19195E+18,310,2.52057E+18,Coca - Cola,3402,1.08767E+18,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,20780151,9.12515E+18,2709,2.55568E+18,Ades Frutal Mango,2708,5.4284E+18,"Ades Frutal Durazno, Tetra Pack 200 ml, 4 Piezas"
8,6497429,9.14042E+18,480,9.21596E+18,Tortolines Chifles Clásicos 45 Gr.                                                                                                                                                                                                                        ,498,5.40175E+18,Tortolines Chifles Maduritos 150 Gr.                                                                                                                                                                                                                      
5,11991885,8.86988E+18,2824,2.90341E+17,Dasani Sin Gas,1067,8.27958E+17,"Coca-Cola , PET 3 L, 4 Unidades"
1,20263630,9.09536E+18,1152,4.00989E+18,Topo Chico Agua Mineral,4153,9.09655E+18,"Topo Chico Agua Mineral, Botella Vidrio 355 ml, 12 Piezas"
5,13071105,9.11905E+18,11447,4.1994E+18,Fanta Naranja,3169,9.9546E+17,"Fanta Naranja, Botella Pet 300 ml, 12 Unidades                                                                                                                                                                                                            "
1,4459407,9.14714E+18,2429,7.95868E+18,Coca - Cola,608,8.58935E+18,"Coca - Cola, Botella Pet 355 ml, 12 Piezas"
1,16280807,9.10821E+18,2864,3.906E+18,Coca - Cola Zero,2337,3.292E+18,"Coca - Cola, Botella Pet 600 ml, 4 Piezas"
1,4544326,8.93658E+18,47,6.15908E+18,Ciel Agua Purificada,2364,4.08841E+18,"Ciel Exprim Jamaica, Botella Pet 600 ml, 12 Piezas"
1,14976586,9.16535E+18,254,8.51269E+18,Coca - Cola,1405,5.53622E+18,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,8254194,8.9171E+18,959,1.72927E+18,Familia Coca - Cola,1605,7.50271E+17,"Familia Coca - Cola, Paquete Surtido Botella Pet 2.50 L Retornable, 8 Piezas"
1,13082062,9.20176E+18,2864,3.906E+18,Coca - Cola Zero,2337,3.292E+18,"Coca - Cola, Botella Pet 600 ml, 4 Piezas"
1,18943634,9.0063E+18,2718,7.81355E+18,Ades Soya Light Natural,3492,6.56401E+18,"Ades Almendra Sin Azúcar, Tetra Pack 946 ml, 3 Piezas"
1,4595475,9.18792E+18,3955,6.02316E+18,Ciel Agua Purificada,893,8.57136E+18,"Ciel Agua Purificada, Botella Pet 1.50 L, 4 Piezas"
1,4437201,9.04487E+18,48,2.40064E+18,Ciel Agua Purificada,1468,7.72996E+18,"Ciel Agua Purificada, Botella Pet 5.00 L, 1 Pieza"
1,6633024,9.13438E+18,130,5.55292E+18,Coca - Cola Light,2328,5.18986E+18,"Coca - Cola, Botella Vidrio 237 ml, 4 Piezas"
5,6834004,8.90466E+18,582,6.62019E+18,Sprite Lima-Limón,581,4.36331E+18,"Sprite Lima-Limón, Botella Pet 1.75 L, 6 Unidades                                                                                                                                                                                                         "
8,22550513,8.92774E+18,972,8.69648E+18,Yogurt Chiqui Mix Frutilla con Bolitas 92 Gr.                                                                                                                                                                                                             ,10453,3.58913E+17,YOGURT-MET-0150-CHOCO- FFS                                                                                                                                                                                                                                
1,21540045,9.08801E+18,3161,2.84446E+18,Monster Energy Original,2941,5.3232E+18,"Monster Hamilton Uva, Lata 473 ml, 4 Piezas"
1,13338687,8.87582E+18,4059,6.26361E+18,Costa Coffee Barista,4086,3.83824E+18,"Costa Coffee Barista, Frasco 85 g, 1 Pieza"
1,852965,8.95876E+18,2676,3.66444E+18,Familia Coca - Cola,1000,5.06091E+18,"Familia Coca - Cola, Paquete Surtido Botella Pet 3.00 L, 2 Piezas"
1,10222805,9.16062E+18,2577,2.37319E+18,Coca - Cola Zero,1405,5.53622E+18,"Coca - Cola, Botella Pet 400 ml, 12 Piezas"
1,6744863,9.12162E+18,799,8.6055E+18,Coca - Cola,2583,7.06776E+18,"Coca - Cola Zero, Botella Pet 355 ml, 12 Piezas"
5,18311710,9.06744E+18,131,1.30032E+17,Coca-Cola Sabor Original,152,7.57227E+18,"Coca-Cola TA, Botella Vidrio 1.25 L Retornable, 12 Unidades.                                                                                                                                                                                              "
1,14087724,8.9673E+18,2333,1.61233E+18,Coca - Cola Light,38,7.93025E+18,"Coca - Cola, Botella Pet 1.00 L, 12 Piezas"
8,11938224,9.01574E+18,12333,6.68932E+18,Yogurt Toni Frutilla 190 Gr.                                                                                                                                                                                                                              ,12326,5.09518E+17,Yogurt Toni Frutilla 750 Gr.                                                                                                                                                                                                                              
1,15629241,8.83317E+18,648,8.99837E+18,Fuze Tea Limón,3487,7.36903E+18,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
8,14198170,8.97407E+18,972,8.69648E+18,Yogurt Chiqui Mix Frutilla con Bolitas 92 Gr.                                                                                                                                                                                                             ,10453,3.58913E+17,YOGURT-MET-0150-CHOCO- FFS                                                                                                                                                                                                                                
1,15477776,9.00829E+18,959,1.72927E+18,Familia Coca - Cola,1605,7.50271E+17,"Familia Coca - Cola, Paquete Surtido Botella Pet 2.50 L Retornable, 8 Piezas"
1,5909816,8.83159E+18,310,2.52057E+18,Coca - Cola,3402,1.08767E+18,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,851654,9.08605E+18,376,6.6275E+18,Del Valle Durazno,2947,6.55836E+18,"Del Valle y Nada Limón Pepino, Botella Pet 600 ml, 6 Piezas"
1,4369116,9.103E+18,648,8.99837E+18,Fuze Tea Limón,3487,7.36903E+18,"Fuze Tea Sin Azúcar Durazno, Botella Pet 600 ml, 6 Piezas"
5,22213836,8.92042E+18,12758,4.11922E+18,Familia Dasani Saborizada Paquete Surtido,12216,7.63442E+18,"Familia Coca-Cola Paquete Surtido, Botella Pet 500ml, 7 Unidades                                                                                                                                                                                          "
1,16899746,9.06701E+18,99,6.1389E+18,Coca - Cola,2819,2.32178E+18,"Coca - Cola, Botella Vidrio 355 ml, 24 Piezas"
1,3340299,9.04036E+18,177,4.7124E+18,Coca - Cola,1679,6.47704E+18,"Coca - Cola Life, Botella Pet 2.00 L, 8 Piezas"
1,3747740,9.17601E+18,1470,6.87185E+18,Ciel Agua Purificada,2904,4.74034E+18,"Ciel Exprim Pepino Piña, Botella Pet 600 ml, 6 Piezas"
1,22520720,8.83429E+18,310,2.52057E+18,Coca - Cola,3402,1.08767E+18,"Coca - Cola, Botella Pet 2.00 L Retornable, 8 Piezas"
1,22064566,8.83707E+18,3898,8.12784E+18,Coca - Cola,2108,4.94597E+18,"Coca - Cola, Botella Vidrio 237 ml, 12 Piezas"
1,4057174,9.04572E+18,6,7.02502E+18,Coca - Cola,580,1.90956E+18,"Coca - Cola Zero, Botella Pet 355 ml, 24 Piezas"
5,18415343,8.9623E+18,1976,6.44696E+18,Fuze Tea Negro Limón,10053,4.52153E+18,"Fuze Tea Mango Manzanilla, Botella Pet 550 ml, 12 Unidades                                                                                                                                                                                                "
1,8954429,9.00617E+18,1399,9.16135E+18,Fresca Toronja,2268,4.83584E+18,"Fresca Toronja, Botella Pet 1.50 L, 12 Piezas"
1,12458601,9.12767E+18,6,7.02502E+18,Coca - Cola,580,1.90956E+18,"Coca - Cola Zero, Botella Pet 355 ml, 24 Piezas"
1,10014128,9.08606E+18,2924,4.12045E+18,Coca - Cola,973,5.30956E+18,"Coca - Cola Life, Botella Vidrio 500 ml, 24 Piezas"
1,21093865,8.86642E+18,3136,1.60799E+18,Coca - Cola,3968,4.51935E+18,"Coca Cola Cherry, Botella Pet 600 ml, 12 Piezas"
1,4212477,9.18547E+18,506,5.76441E+17,Coca - Cola,211,7.84612E+18,"Coca - Cola Zero, Botella Pet 2.00 L, 8 Piezas"
1,13170149,9.21535E+18,498,7.01655E+18,Del Valle Mango,1850,5.15194E+18,"Del Valle Surtida, Tetra Pack 1.00 L, 4 Piezas"
1,18212400,9.03608E+18,1126,9.74465E+17,Fanta Naranja,3025,2.6192E+18,"Fanta Piña, Botella Pet 1.50 L, 4 Piezas"
1,11395181,9.21342E+18,375,8.05384E+18,Del Valle Mango,3253,7.66745E+18,"Del Valle Surtida, Botella Pet 1.00 L, 6 Piezas"
1,3729523,9.00766E+18,2578,5.94114E+18,Coca - Cola Zero,148,7.50985E+18,"Coca - Cola Light, Botella Vidrio 237 ml, 24 Piezas"
