id_pedido,customer_id,pais,id_businessunit,business_unit,cedis,fecha_pedido,fecha_entrega,status_final,valor_pedido,SubTotal,Total
9.20689E+18,1.54186E+17,Ecuador,8,Lacteos,67,21:25.6,00:00.0,Entregado,99,153.25,160.94
8.94461E+18,7.41677E+18,México,1,Bebidas,3916,27:10.0,00:00.0,Entregado,5,860.78,970.51
8.86361E+18,1.49907E+18,México,1,Bebidas,3916,15:59.3,00:00.0,Entregado,12,1769.47,1953.29
9.12989E+18,5.16986E+18,Ecuador,8,Lacteos,27,23:03.4,00:00.0,Entregado,27,23.92,26.42
9.13352E+18,4.4871E+17,México,1,Bebidas,3308,07:30.2,00:00.0,Entregado,1,90.52,105
8.85812E+18,2.00659E+18,Perú,3,Bebidas,I1  ,34:11.6,NULL,Registrado,4,0,0
9.21316E+18,2.28227E+18,México,1,Bebidas,3001,58:56.5,00:00.0,Entregado,19,4472.46,5049.98
8.87863E+18,5.77039E+18,Perú,3,Bebidas,I1  ,10:53.3,NULL,Registrado,5,0,0
9.17196E+18,3.36634E+18,Perú,3,Bebidas,I1  ,42:59.8,NULL,Registrado,2,0,0
9.11482E+18,4.06883E+18,México,1,Bebidas,3402,49:38.3,00:00.0,Entregado,3,926.39,1009
9.12278E+18,4.75416E+18,México,1,Bebidas,3402,19:12.6,00:00.0,Entregado,7,1694.89,1834
8.9836E+18,5.9098E+18,Argentina,6,Bebidas,93,36:25.0,NULL,Registrado,91,0,0
9.04656E+18,2.20453E+18,México,1,Bebidas,3406,42:56.1,00:00.0,Entregado,9,1776.75,2015.99
9.13252E+18,6.55137E+18,México,1,Bebidas,3907,38:15.9,00:00.0,Entregado,2,189.16,153.6
9.01113E+18,6.62373E+18,México,1,Bebidas,3301,42:26.2,00:00.0,Entregado,2,157,157
9.1399E+18,8.92447E+18,México,1,Bebidas,3103,29:43.9,00:00.0,Entregado,27,5478.38,5863.5
9.05921E+18,5.92632E+18,México,1,Bebidas,3810,59:51.2,00:00.0,Entregado,15,3107.75,3523.46
9.0716E+18,3.47706E+18,México,1,Bebidas,3301,44:47.0,00:00.0,Entregado,4,952.79,1029.01
9.12611E+18,2.75665E+18,México,1,Bebidas,3009,32:52.0,00:00.0,Entregado,55,10826.06,12246.92
8.94705E+18,1.90132E+18,México,1,Bebidas,3934,38:06.3,00:00.0,Entregado,13,2621.69,3004.39
9.09304E+18,5.199E+18,México,1,Bebidas,3824,17:24.5,00:00.0,Entregado,3,678.88,796.02
9.16842E+18,3.27565E+18,México,1,Bebidas,3001,21:55.4,00:00.0,Entregado,29,6161.63,7147.47
9.02672E+18,1.6318E+18,Ecuador,5,Bebidas,3,51:09.1,00:00.0,Entregado,3,18.06,20.77
9.00019E+18,8.72485E+18,Ecuador,5,Bebidas,79,10:50.7,00:00.0,Entregado,8,61.94,71.23
9.18083E+18,8.63551E+18,Ecuador,8,Lacteos,55,53:59.6,00:00.0,Entregado,153,125.4,127.37
9.08423E+18,9.05001E+18,México,1,Bebidas,3207,57:49.1,00:00.0,Entregado,17,3036.6,3301.02
8.84915E+18,8.13297E+18,Ecuador,8,Lacteos,55,17:43.6,00:00.0,Entregado,10,12.88,13.11
9.08692E+18,1.09309E+18,Perú,3,Bebidas,I1  ,48:08.9,NULL,Registrado,4,0,0
8.89133E+18,4.04086E+18,México,1,Bebidas,3917,31:29.0,00:00.0,Entregado,1,114,91
8.86347E+18,5.85881E+17,México,1,Bebidas,3005,17:25.1,00:00.0,Entregado,38,7011.05,7936.51
8.99224E+18,9.09361E+18,México,1,Bebidas,3816,04:35.5,00:00.0,Entregado,3,806.03,935
9.01812E+18,1.30259E+18,México,1,Bebidas,3901,57:11.2,00:00.0,Entregado,252,80652.27,93487.06
9.21232E+18,1.03777E+18,México,1,Bebidas,3810,27:32.5,00:00.0,Entregado,2,339,339
8.95082E+18,8.52917E+18,México,1,Bebidas,3835,05:54.3,00:00.0,Entregado,13,2825.61,3198.02
9.04727E+18,2.44513E+17,México,1,Bebidas,3501,32:58.9,00:00.0,Entregado,15,3290.52,3817
9.01559E+18,7.12144E+18,México,1,Bebidas,3507,14:20.6,00:00.0,Entregado,9,1202.71,1210
9.12013E+18,1.94085E+18,México,1,Bebidas,3917,18:39.4,00:00.0,Entregado,14,2323.93,2610.81
9.02589E+18,6.47852E+18,Ecuador,5,Bebidas,6,42:13.9,00:00.0,Entregado,6,32.89,37.82
8.84598E+18,1.59968E+18,Ecuador,8,Lacteos,3,44:00.9,00:00.0,Entregado,16,24.42,24.42
9.2226E+18,5.70825E+18,México,1,Bebidas,3836,18:48.3,00:00.0,Entregado,12,2077.5,2376.98
9.15135E+18,5.04894E+18,México,1,Bebidas,3308,34:11.4,00:00.0,Entregado,62,9763.64,10864.78
9.17925E+18,3.49978E+18,México,1,Bebidas,3501,30:16.6,00:00.0,Entregado,5,865.95,1004.5
9.14487E+18,1.80319E+18,México,1,Bebidas,3803,17:05.2,00:00.0,Entregado,1,211.2,244.99
9.20358E+18,1.53624E+18,México,1,Bebidas,3405,38:27.8,00:00.0,Entregado,14,3092.12,3535.02
9.10882E+18,4.76947E+17,Ecuador,5,Bebidas,33,23:16.4,00:00.0,Entregado,33,235.92,271.31
8.91988E+18,3.55778E+18,México,1,Bebidas,3820,49:14.9,00:00.0,Entregado,1,170,170
9.20858E+18,2.95929E+18,México,1,Bebidas,3907,35:56.3,00:00.0,Entregado,4,531.61,604.99
9.00656E+18,1.21395E+18,México,1,Bebidas,3804,03:35.3,00:00.0,Entregado,7,1677.62,1755.02
9.18544E+18,2.77973E+18,Perú,3,Bebidas,IA  ,44:50.0,NULL,Registrado,2,0,0
9.07367E+18,7.26923E+18,México,1,Bebidas,3937,59:02.6,00:00.0,Entregado,2,154.31,182.99
9.16751E+18,4.83681E+18,México,1,Bebidas,3001,13:58.4,00:00.0,Entregado,5,1418.11,1645.01
9.05114E+18,5.98251E+18,México,1,Bebidas,3808,55:24.5,00:00.0,Entregado,32,5157,3918.37
8.96631E+18,8.8323E+18,México,1,Bebidas,3401,20:29.4,00:00.0,Entregado,4,393.77,403.49
8.88563E+18,8.40778E+18,Ecuador,5,Bebidas,67,28:12.7,00:00.0,Entregado,10,53.43,61.44
9.21472E+18,8.62549E+18,México,1,Bebidas,3806,51:16.9,00:00.0,Entregado,14,2556.49,2977.51
8.87779E+18,9.05005E+18,Perú,3,Bebidas,IA  ,35:25.3,NULL,Registrado,5,0,0
9.04524E+18,5.84302E+18,México,1,Bebidas,3208,02:51.9,00:00.0,Entregado,36,5783.88,6116.35
8.99834E+18,2.69227E+18,Perú,3,Bebidas,I1  ,50:56.2,NULL,Registrado,6,0,0
8.85789E+18,5.99254E+18,México,1,Bebidas,3221,57:39.5,00:00.0,Entregado,3,700.85,812.99
8.97723E+18,8.33039E+17,México,1,Bebidas,3401,53:36.1,00:00.0,Entregado,49,8913.14,10163.47
8.87108E+18,6.9857E+18,México,1,Bebidas,3503,38:41.1,00:00.0,Entregado,10,198.3,229.99
9.08397E+18,7.49878E+17,Argentina,6,Bebidas,41,13:57.2,NULL,Registrado,19,0,0
9.19883E+18,2.65034E+18,Ecuador,8,Lacteos,71,31:10.8,00:00.0,Entregado,9,10.33,11.74
8.86052E+18,6.55983E+17,México,1,Bebidas,3810,42:48.1,00:00.0,Entregado,16,3730.43,4240.49
8.93432E+18,8.42251E+18,Ecuador,5,Bebidas,37,57:40.5,00:00.0,Entregado,2,10.25,11.79
8.83548E+18,5.80362E+18,Ecuador,8,Lacteos,79,17:25.2,00:00.0,Entregado,28,51.02,55.44
8.9863E+18,5.39224E+18,Ecuador,5,Bebidas,3,48:16.2,00:00.0,Entregado,12,67.23,77.31
9.02013E+18,5.80576E+18,México,1,Bebidas,3308,39:00.5,00:00.0,Entregado,14,2768.44,3122.99
9.16184E+18,2.831E+18,Perú,3,Bebidas,IA  ,03:07.2,NULL,Registrado,18,0,0
9.00023E+18,2.02223E+18,México,1,Bebidas,3916,46:56.5,00:00.0,Entregado,9,2003.45,2324
8.91792E+18,4.98831E+18,Argentina,6,Bebidas,51,35:48.1,NULL,Registrado,8,0,0
8.90491E+18,2.13486E+18,México,1,Bebidas,3948,39:41.6,00:00.0,Entregado,9,1653.53,1898
9.1253E+18,6.34515E+18,México,1,Bebidas,3810,50:49.5,00:00.0,Entregado,22,3160.78,3391.96
9.09363E+18,5.41718E+18,México,1,Bebidas,3301,29:12.9,00:00.0,Entregado,6,590.66,628
8.9576E+18,7.13761E+18,México,1,Bebidas,3001,35:27.9,00:00.0,Entregado,2,312.07,361.98
9.19575E+18,4.91638E+18,Perú,3,Bebidas,I1  ,54:46.2,NULL,Registrado,2,0,0
9.11226E+18,3.86592E+17,México,1,Bebidas,3103,55:16.0,00:00.0,Entregado,3,651.4,711.51
8.84289E+18,1.87057E+18,México,1,Bebidas,3836,38:04.6,00:00.0,Entregado,18,2408.51,2704.8
9.07898E+18,5.33772E+18,Ecuador,5,Bebidas,19,05:33.0,00:00.0,Entregado,6,19.29,22.19
9.15564E+18,4.95641E+18,México,1,Bebidas,3308,32:16.1,00:00.0,Entregado,30,3936.75,4275.51
9.1647E+18,1.8851E+18,Ecuador,8,Lacteos,33,13:20.1,00:00.0,Entregado,19,10.08,11.31
9.09393E+18,1.58275E+18,Perú,3,Bebidas,I9  ,36:47.9,NULL,Registrado,2,0,0
8.94053E+18,6.13705E+18,México,1,Bebidas,3804,05:09.2,00:00.0,Entregado,2,328,328
9.02514E+18,6.88956E+18,Ecuador,5,Bebidas,37,31:19.9,00:00.0,Entregado,14,83.71,96.27
9.11262E+18,1.19433E+18,Ecuador,8,Lacteos,27,56:56.5,00:00.0,Entregado,138,95.19,103.9
9.08704E+18,2.26918E+18,México,1,Bebidas,3006,36:33.1,00:00.0,Entregado,9,1774.13,2079.5
9.07922E+18,2.3582E+18,Argentina,6,Bebidas,51,15:28.0,NULL,Registrado,33,0,0
9.19538E+18,4.48335E+18,Perú,3,Bebidas,IA  ,14:03.1,NULL,Registrado,3,0,0
8.90401E+18,2.30344E+18,México,1,Bebidas,3102,40:44.4,00:00.0,Entregado,11,2597.83,3041.52
9.14052E+18,2.24368E+18,México,1,Bebidas,3217,04:40.4,00:00.0,Entregado,19,3115.64,3497.97
8.97221E+18,1.27495E+18,México,1,Bebidas,3012,45:49.3,00:00.0,Entregado,26,4707.37,5383.94
9.07284E+18,1.64203E+18,Perú,3,Bebidas,I9  ,08:48.7,NULL,Registrado,3,0,0
9.09961E+18,8.49001E+18,México,1,Bebidas,3802,13:35.7,00:00.0,Entregado,7,1722.82,1998.48
9.19522E+18,5.51597E+18,México,1,Bebidas,3925,46:19.5,00:00.0,Entregado,33,6160.76,6724.29
8.93484E+18,7.10208E+18,México,1,Bebidas,3206,17:14.3,00:00.0,Entregado,10,1795.62,2050.99
8.85478E+18,8.49331E+18,México,1,Bebidas,3805,41:09.1,00:00.0,Entregado,28,4087.12,4612.76
8.9151E+18,2.81109E+18,Ecuador,8,Lacteos,13,44:01.0,00:00.0,Entregado,24,18.63,20.2
9.06475E+18,5.2972E+18,México,1,Bebidas,3921,52:44.0,00:00.0,Entregado,32,6130.05,6728.22
8.83373E+18,1.85267E+18,México,1,Bebidas,3931,53:45.6,00:00.0,Entregado,6,851.77,915.49
9.02708E+18,8.82545E+18,Ecuador,5,Bebidas,56,53:43.3,00:00.0,Entregado,5,49.13,56.5
8.89811E+18,6.25988E+18,Ecuador,12,Multicategorias,55,29:33.1,00:00.0,Entregado,57,15.08,17.34
8.96125E+18,7.23397E+18,México,1,Bebidas,3917,24:22.0,00:00.0,Entregado,7,1531.44,1776.53
9.20733E+18,1.78911E+18,México,1,Bebidas,3833,59:21.7,00:00.0,Entregado,36,7074.1,8127.56
8.8576E+18,8.4899E+18,México,1,Bebidas,3308,33:40.6,00:00.0,Entregado,8,1258.23,1404.5
8.93935E+18,6.19699E+17,Argentina,6,Bebidas,11,49:58.3,NULL,Registrado,28,0,0
8.84499E+18,4.20582E+18,México,1,Bebidas,3301,02:57.0,00:00.0,Entregado,18,1703.93,1754.01
9.04622E+18,7.05701E+18,México,1,Bebidas,3407,59:55.3,00:00.0,Entregado,6,1504.73,1625.49
9.11038E+18,7.62437E+18,México,1,Bebidas,3103,34:50.3,00:00.0,Entregado,31,4854.24,5156.03
8.94516E+18,7.83991E+18,México,1,Bebidas,3301,03:16.5,00:00.0,Entregado,25,4682.86,4975.02
8.92434E+18,8.06884E+18,México,1,Bebidas,3804,44:07.6,00:00.0,Entregado,15,3689.08,4211.97
8.97033E+18,6.6848E+18,Ecuador,5,Bebidas,43,38:49.9,00:00.0,Entregado,3,21.29,24.49
9.19496E+18,8.56998E+18,Ecuador,5,Bebidas,57,44:41.3,00:00.0,Entregado,1,17.64,20.28
8.89917E+18,8.07471E+18,México,1,Bebidas,3103,17:24.9,00:00.0,Entregado,6,1097.11,1143
9.01963E+18,2.75139E+18,México,1,Bebidas,3907,27:25.6,00:00.0,Entregado,38,6628.86,7594.43
8.87128E+18,2.17861E+18,México,1,Bebidas,3931,48:35.5,00:00.0,Entregado,45,5861.24,6444.73
8.88007E+18,7.7126E+18,México,1,Bebidas,3103,56:11.1,00:00.0,Entregado,6,1141.21,1229.99
9.1407E+18,5.59725E+18,México,1,Bebidas,3009,16:39.2,00:00.0,Entregado,28,5410.88,6185.65
8.95603E+18,8.73771E+18,Ecuador,5,Bebidas,25,05:08.5,00:00.0,Entregado,6,46.07,52.98
9.01559E+18,1.46507E+18,México,1,Bebidas,3308,34:20.3,00:00.0,Entregado,26,3600.03,4057.96
8.9129E+18,8.40329E+18,México,1,Bebidas,3906,21:49.4,00:00.0,Entregado,10,868.99,946.48
9.15024E+18,6.47689E+18,Ecuador,5,Bebidas,51,15:49.4,00:00.0,Entregado,5,36.59,42.08
8.8831E+18,2.91051E+18,México,1,Bebidas,3404,57:44.7,00:00.0,Entregado,42,7683.02,8663.89
9.10171E+18,6.53748E+18,México,1,Bebidas,3805,23:26.4,00:00.0,Entregado,61,10048.62,11105.91
8.94116E+18,1.55983E+18,México,1,Bebidas,3804,35:42.7,00:00.0,Entregado,13,2434.97,2772.48
8.84871E+18,8.98689E+18,México,1,Bebidas,3501,49:18.4,00:00.0,Entregado,2,431.46,500.5
8.89603E+18,6.79791E+18,Ecuador,5,Bebidas,55,10:22.0,00:00.0,Entregado,11,85.54,98.37
8.98218E+18,2.21641E+17,Ecuador,5,Bebidas,41,20:19.6,00:00.0,Entregado,2,17.25,19.84
9.13966E+18,8.22205E+18,México,1,Bebidas,3804,51:45.5,00:00.0,Entregado,16,1388.44,1494.99
9.14615E+18,3.1958E+18,México,1,Bebidas,3101,40:55.8,00:00.0,Entregado,7,1680.68,1802.01
8.90983E+18,8.38518E+18,Ecuador,5,Bebidas,39,32:48.7,00:00.0,Entregado,24,88.7,102
9.17175E+18,7.82871E+18,México,1,Bebidas,3012,51:29.8,00:00.0,Entregado,7,1061.09,1203.5
9.14794E+18,2.30907E+18,México,1,Bebidas,3301,08:04.0,00:00.0,Entregado,19,3565.29,3814.98
9.14431E+18,4.3327E+18,Ecuador,8,Lacteos,3,07:56.4,00:00.0,Entregado,12,9.53,10.96
9.17157E+18,6.49216E+18,México,1,Bebidas,3803,43:03.8,00:00.0,Entregado,3,918.1,1064.99
9.04161E+18,3.14587E+18,México,1,Bebidas,3810,29:13.9,00:00.0,Entregado,10,1707.77,1981
8.9249E+18,3.32608E+18,México,1,Bebidas,3405,51:07.6,00:00.0,Entregado,6,1126.49,1266.01
9.16969E+18,3.52594E+18,Perú,3,Bebidas,78,48:02.6,NULL,Registrado,11,0,0
9.14158E+18,5.41128E+18,México,1,Bebidas,3501,55:48.2,00:00.0,Entregado,3,568.1,659
9.00685E+18,8.87315E+16,México,1,Bebidas,3501,55:58.2,00:00.0,Entregado,3,690.08,762.49
9.20757E+18,9.20761E+18,México,1,Bebidas,3507,48:56.6,00:00.0,Entregado,4,728,728
9.0454E+18,1.02317E+18,México,1,Bebidas,3804,48:51.1,00:00.0,Entregado,17,3775.78,4303.97
9.04365E+18,3.34918E+18,México,1,Bebidas,3810,40:28.2,00:00.0,Entregado,6,1331.03,1543.98
9.13142E+18,6.30619E+17,México,1,Bebidas,3917,25:43.7,00:00.0,Entregado,21,4277.98,4744.79
8.93042E+18,2.49975E+18,México,1,Bebidas,3506,15:48.2,00:00.0,Entregado,1,227.59,264
8.94087E+18,3.80671E+18,México,1,Bebidas,3819,59:35.0,00:00.0,Entregado,1,120.26,139.5
8.84792E+18,7.09828E+17,Ecuador,5,Bebidas,33,15:02.2,00:00.0,Entregado,1,115.9,133.29
8.83152E+18,7.79624E+18,México,1,Bebidas,3005,16:55.5,00:00.0,Entregado,6,1373.91,1567.49
8.95877E+18,2.30621E+17,México,1,Bebidas,3103,40:09.4,00:00.0,Entregado,9,1783.02,1916.98
8.95331E+18,2.22903E+18,Perú,3,Bebidas,IA  ,53:55.2,NULL,Registrado,2,0,0
8.87679E+18,3.433E+18,México,1,Bebidas,3810,15:17.3,00:00.0,Entregado,15,2220.25,2479.48
9.09534E+18,9.12302E+18,México,1,Bebidas,3217,09:04.0,00:00.0,Entregado,9,1864.72,2085
8.85825E+18,1.08689E+18,México,1,Bebidas,3219,09:45.0,00:00.0,Entregado,1,246.5,248.5
8.88789E+18,8.48733E+18,México,1,Bebidas,3012,38:36.5,00:00.0,Entregado,44,5514.37,6160.94
8.98074E+18,6.926E+18,Perú,3,Bebidas,I9  ,31:16.4,NULL,Registrado,5,0,0
8.84912E+18,4.91527E+18,México,1,Bebidas,3301,50:51.5,00:00.0,Entregado,5,740.52,719.6
9.09347E+18,3.71765E+18,México,1,Bebidas,3301,42:25.7,00:00.0,Entregado,27,6602.86,7057.56
9.1894E+18,4.58349E+18,México,1,Bebidas,3837,25:19.3,00:00.0,Entregado,19,4062.74,4689.5
9.16685E+18,5.07579E+18,México,1,Bebidas,3103,42:13.4,00:00.0,Entregado,24,5149.65,5543.2
9.13528E+18,2.74873E+18,México,1,Bebidas,3902,20:39.2,00:00.0,Entregado,40,7377.83,8330.88
9.15406E+18,2.39881E+18,Perú,3,Bebidas,IA  ,06:36.7,NULL,Registrado,13,0,0
8.99645E+18,3.56302E+18,México,1,Bebidas,3220,53:18.4,00:00.0,Entregado,13,3110.77,3644.99
8.88696E+18,7.46523E+18,Ecuador,8,Lacteos,13,29:22.6,00:00.0,Entregado,39,29.76,30.03
8.94307E+18,5.18361E+17,México,1,Bebidas,3301,30:53.6,00:00.0,Entregado,18,1885.66,1933
9.21047E+18,4.88873E+18,México,1,Bebidas,3937,20:27.9,00:00.0,Entregado,3,699.13,820
9.14373E+18,8.15172E+18,México,1,Bebidas,3005,54:31.6,00:00.0,Entregado,11,2462.03,2856.02
9.19546E+18,2.5913E+18,Perú,3,Bebidas,I1  ,33:27.4,NULL,Registrado,4,0,0
9.21977E+18,2.387E+18,México,1,Bebidas,3907,30:41.0,00:00.0,Entregado,5,805.07,901
9.08269E+18,2.74271E+18,México,1,Bebidas,3907,26:25.6,00:00.0,Entregado,23,5894.31,6897.98
9.06218E+18,2.66195E+18,Ecuador,5,Bebidas,67,23:32.6,00:00.0,Entregado,8,42.29,48.64
9.01738E+18,6.31834E+18,México,1,Bebidas,3931,53:23.9,00:00.0,Entregado,41,8257.34,9484.99
8.92451E+18,8.04426E+18,México,1,Bebidas,3101,15:45.1,00:00.0,Entregado,6,1480.09,1598.5
9.04191E+18,7.67935E+18,Ecuador,5,Bebidas,33,54:32.7,00:00.0,Entregado,6,42.4,48.77
8.9259E+18,4.21865E+18,México,1,Bebidas,3946,21:19.0,00:00.0,Entregado,17,3255.89,3625
9.11117E+18,3.85299E+18,México,1,Bebidas,3405,01:46.7,00:00.0,Entregado,3,256,262
9.10418E+18,7.62672E+16,Ecuador,5,Bebidas,27,23:55.4,00:00.0,Entregado,174,1109.55,1275.99
9.15895E+18,3.35997E+18,México,1,Bebidas,3823,53:02.7,00:00.0,Entregado,10,2157.28,2454.02
8.83611E+18,2.19797E+18,México,1,Bebidas,3901,21:34.2,00:00.0,Entregado,8,1034.94,1129.49
9.05667E+18,6.20726E+18,México,1,Bebidas,3220,40:28.0,00:00.0,Entregado,4,57.53,45
9.21588E+18,5.09321E+18,México,1,Bebidas,3219,05:26.2,00:00.0,Entregado,3,595.76,651.51
8.97073E+18,7.95309E+18,México,1,Bebidas,3005,20:46.1,00:00.0,Entregado,47,10546.89,11971.57
9.08718E+18,2.93826E+18,Ecuador,5,Bebidas,25,30:49.6,00:00.0,Entregado,1,17.56,20.2
8.85388E+18,5.99493E+18,México,1,Bebidas,3301,46:27.1,00:00.0,Entregado,8,1673.65,1784.49
9.16377E+18,4.0446E+16,México,1,Bebidas,3916,00:58.2,00:00.0,Entregado,2,215,215
8.91029E+18,2.16311E+18,México,1,Bebidas,3804,20:09.5,00:00.0,Entregado,17,3475.79,3930
9.20108E+18,9.2059E+18,Ecuador,5,Bebidas,51,39:13.7,00:00.0,Entregado,3,16.1,18.52
9.18093E+18,1.59411E+18,México,1,Bebidas,3012,51:47.9,00:00.0,Entregado,9,1862.93,2156.49
9.08621E+18,3.86838E+17,México,1,Bebidas,3932,48:53.1,00:00.0,Entregado,19,3933.3,4511.02
9.12963E+18,4.48525E+18,Ecuador,8,Lacteos,9,03:46.9,00:00.0,Entregado,17,12.94,12.94
9.02176E+18,4.12284E+18,México,1,Bebidas,3508,43:41.4,00:00.0,Entregado,29,3334.31,3706.84
8.90437E+18,3.24857E+18,México,1,Bebidas,3501,12:52.8,00:00.0,Entregado,4,742.24,861
9.04238E+18,1.36483E+18,México,1,Bebidas,3804,15:09.0,00:00.0,Entregado,3,664.64,771.02
9.18603E+18,5.53103E+17,Argentina,6,Bebidas,61,28:37.4,NULL,Registrado,4,0,0
9.04507E+18,8.73991E+18,Argentina,6,Bebidas,11,52:59.0,NULL,Registrado,2,0,0
9.1933E+18,8.76309E+18,México,1,Bebidas,3819,23:19.7,00:00.0,Entregado,22,3897.5,4499.48
9.19678E+18,3.37302E+18,México,1,Bebidas,3919,07:08.2,00:00.0,Entregado,11,1276.47,1406.98
9.0995E+18,1.22408E+18,México,1,Bebidas,3901,31:53.1,00:00.0,Entregado,6,790.03,897.51
9.18538E+18,1.74067E+18,México,1,Bebidas,3931,25:23.5,00:00.0,Entregado,2,696.55,808
9.17098E+18,1.82173E+18,México,1,Bebidas,3012,11:45.0,00:00.0,Entregado,1,295.69,343
9.21474E+18,4.26411E+18,México,1,Bebidas,3217,47:31.0,00:00.0,Entregado,29,5727.09,6502.47
9.04019E+18,8.36228E+18,Argentina,6,Bebidas,11,19:27.0,NULL,Registrado,6,0,0
9.06771E+18,6.62263E+18,México,1,Bebidas,3207,20:21.9,00:00.0,Entregado,10,1906.28,2021.74
9.11693E+18,2.74149E+18,México,1,Bebidas,3301,32:21.1,00:00.0,Entregado,46,8202.96,8528.54
9.08849E+18,5.95203E+15,Argentina,6,Bebidas,51,39:19.0,NULL,Registrado,4,0,0
9.18866E+18,3.52594E+18,Perú,3,Bebidas,78,07:48.6,NULL,Registrado,6,0,0
8.94404E+18,7.31077E+18,México,1,Bebidas,3402,12:50.3,00:00.0,Entregado,3,904.16,984.49
9.08304E+18,3.72214E+18,México,1,Bebidas,3301,18:56.8,00:00.0,Entregado,35,7019.13,7492.97
8.9585E+18,4.78472E+18,México,1,Bebidas,3937,57:47.8,00:00.0,Entregado,2,543.1,635.51
9.06201E+18,4.86711E+18,Ecuador,5,Bebidas,56,00:02.8,00:00.0,Entregado,3,39.36,45.26
8.93729E+18,1.86053E+18,México,1,Bebidas,3005,09:15.3,00:00.0,Entregado,23,276.13,293.99
9.18283E+18,6.35462E+18,México,1,Bebidas,3803,14:47.9,00:00.0,Entregado,22,3501.44,3850.46
8.84978E+18,7.0243E+18,México,1,Bebidas,3401,54:43.5,00:00.0,Entregado,14,2942.63,3413.45
9.00363E+18,7.16268E+18,México,1,Bebidas,3507,38:20.0,00:00.0,Entregado,2,139.99,139.99
8.95083E+18,3.814E+18,Ecuador,5,Bebidas,41,00:47.1,00:00.0,Entregado,5,49.97,57.47
9.03459E+18,6.1168E+18,México,1,Bebidas,3833,28:47.0,00:00.0,Entregado,85,21259.69,24530.78
8.8407E+18,2.97472E+18,México,1,Bebidas,3406,24:25.7,00:00.0,Entregado,24,5824.15,6818.57
9.00143E+18,8.23182E+17,México,1,Bebidas,3806,45:24.7,00:00.0,Entregado,16,2231.97,2463.49
9.22049E+18,5.14722E+18,México,1,Bebidas,3825,26:11.0,00:00.0,Entregado,25,4609.36,5267.02
